음식점명,음식종류,위도,경도
다가미,분식,33.4904486,126.5286756
(주) 아워홈 제주지방합동청사점,구내식당/푸드코트,33.4909953,126.5252048
쇠소깍복순이네식당,가정식,33.2508626,126.6210849
우정곱창성산점,단품요리 전문,33.4514566,126.9115926
차곡,가정식,33.49026730000001,126.4979834
억소리갈비,가정식,33.4932218,126.537135
제주미당,단품요리 전문,33.5008685,126.5106457
파리바게뜨 광양점,베이커리,33.5004734,126.5265495
금능 제면소,가정식,33.3880999,126.2282768
테네시테이블,단품요리 전문,33.5220273,126.8607415
바이러닉 에스프레소 바,단품요리 전문,33.4977022,126.4445789
24시뼈다귀탕중문점,단품요리 전문,33.2501242,126.4305751
우정로85,가정식,33.4851447,126.4311102
주식회사제주횟집,단품요리 전문,33.5165465,126.5053737
포동정식 도청점,가정식,33.4882277,126.4971247
비에이치씨치킨아라점,치킨,33.4750311,126.5457696
돈풍년,단품요리 전문,33.4925342,126.5422511
솔밭가든본점,가정식,33.3259857,126.8365734
돈사무소노형점,가정식,33.4867282,126.4739224
뼈대감,가정식,33.4094761,126.2663257
문치비,가정식,33.2528793,126.5060312
스시권,일식,33.4855068,126.4778854
영복갈비,단품요리 전문,33.4904459,126.4316962
김녕빵집,베이커리,33.5546501,126.7461974
예진돈솥밥,단품요리 전문,33.5003398,126.521837
흑돼지참숯구이,가정식,33.4880484,126.4895736
산지물,가정식,33.51630129999999,126.5274818
돈짱,가정식,33.503021,126.463497
주민상회화순점,가정식,33.2462086,126.3323455
배스킨라빈스31일도점,베이커리,33.505071,126.5410335
일품양평해장국 봉개점,단품요리 전문,33.4876133,126.5989949
먹보횟집,단품요리 전문,33.4876581,126.4931547
지하,맥주/요리주점,33.4980315,126.5299049
만선민물장어,단품요리 전문,33.2525531,126.4248221
제주오광흑돼지,단품요리 전문,33.2199395,126.2508212
마니주,일식,33.4034138,126.4508866
탭하우스더코너,단품요리 전문,33.4878289,126.4818464
올레쇠막,가정식,33.5095026,126.5142024
명태명가신제주점,가정식,33.4901181,126.5021141
허디거디이도점,단품요리 전문,33.491127,126.5442764
로얄바,단품요리 전문,33.4877193,126.4912352
글래드호텔앤리조트(주)메종글래드제주,가정식,33.4848645,126.4885577
삼다도식당,가정식,33.4487856,126.9154978
24시뼈다귀탕이도점,단품요리 전문,33.4976694,126.5457422
새별하노이,단품요리 전문,33.2460369,126.2741482
불만난고기,단품요리 전문,33.2585272,126.5596983
주식회사 하이드어웨이 제주애월해안로지점,커피,33.466529,126.3337244
프랭크버거 시청점,햄버거,33.4981419,126.5296364
주식회사 그때그집,단품요리 전문,33.4663437,126.3242448
망고레이필리핀디저트카페,커피,33.4364423,126.9205954
비에이치씨한림점,치킨,33.4111184,126.2655384
라라라,단품요리 전문,33.5248332,126.8579874
명동춘천닭갈비5호점,단품요리 전문,33.487114,126.4323753
시쟈덕,단품요리 전문,33.4870798,126.4881341
동막골,가정식,33.4840381,126.5394189
조아찌,단품요리 전문,33.4967448,126.4508393
족발신선생제주점,단품요리 전문,33.4920602,126.4937
순대이야기,단품요리 전문,33.2647612,126.5681864
기쁨이네해물탕앤돌솥밥,가정식,33.54201949999999,126.6663024
본돈,가정식,33.2497055,126.5667302
비에이치씨치킨일도점,치킨,33.5136247,126.5397677
보레드베이커스,단품요리 전문,33.2444011,126.5906654
일도바다장어구이,단품요리 전문,33.5055629,126.5407267
우돈숯불,가정식,33.4884882,126.4805664
검은노루,단품요리 전문,33.2238192,126.2617752
아리나블루문,단품요리 전문,33.4788355,126.4903013
궁중오메기떡,떡/한과,33.4861341,126.4746917
꼴통집본점,단품요리 전문,33.4867503,126.4915734
산지물신제주점,가정식,33.4908112,126.4910046
화성식당,가정식,33.5214041,126.5859579
뚜레쥬르 노형오거리점,베이커리,33.4874547,126.4774646
그랜마스,양식,33.484048,126.4771683
우유부단,단품요리 전문,33.3476667,126.3282377
장가네일품순두부표선점,가정식,33.327422,126.8317829
샤브마니아 제주스카이워터쇼점,단품요리 전문,33.4250508,126.7452103
수원왕,가정식,33.5208112,126.5796511
제주올래국수,단품요리 전문,33.5009112,126.5060023
파리바게트 제주서사라점,베이커리,33.500188,126.5182917
나목도식당,단품요리 전문,33.3828211,126.7313785
디트,단품요리 전문,33.4968107,126.5292152
디어브리즈,커피,33.5547725,126.7940828
제주에가면,가정식,33.5147467,126.5180225
칠공팔공구공용담라이브,단품요리 전문,33.5160873,126.5061514
투썸플레이스 제주아라점,커피,33.4742993,126.5483295
스시우다,일식,33.5156482,126.506446
노랑통닭 표선점,치킨,33.3074306,126.8084877
친구,맥주/요리주점,33.4917997,126.4798391
다가온 추어탕,단품요리 전문,33.2570703,126.5760048
이디야커피제주아라스위첸점,커피,33.4742293,126.5440557
먹자,가정식,33.4922872,126.4799779
범일분식,분식,33.2780707,126.7163887
게우지코인 인 갤러리,단품요리 전문,33.24397769999999,126.6184841
신창해물라면와랑식탁,분식,33.3432623,126.1760398
파리바게뜨제주제스코본점,베이커리,33.4803584,126.5290592
산내들,가정식,33.4986566,126.5140163
마루아라,단품요리 전문,33.2467602,126.5639836
대중적한우,단품요리 전문,33.502564,126.546565
어우렁더우렁,가정식,33.5216174,126.5671607
대원가,단품요리 전문,33.4915579,126.5269865
오늘와인한잔제주노형점,맥주/요리주점,33.4838612,126.4831076
아뜰리에안,단품요리 전문,33.2315085,126.5060228
매니아  불닭  용담점,단품요리 전문,33.5096322,126.5107696
TONKATSU 서황,일식,33.4344456,126.3797225
라헌,단품요리 전문,33.4823693,126.5094184
제주문,단품요리 전문,33.5128628,126.5269164
맛무한가마솥막창국밥아라점,가정식,33.471188,126.5451842
솥마루,커피,33.4817672,126.5051999
조실장회센타,단품요리 전문,33.4950184,126.5325593
수만바베큐치킨,치킨,33.4742506,126.5442894
솔향바다가든,단품요리 전문,33.456683,126.308976
청수미방,양식,33.322892,126.2409857
컴포즈커피서귀포창천점,커피,33.2613038,126.3656277
오른발왼발서귀포점,가정식,33.2470613,126.5645045
중문자연산횟집2호점,단품요리 전문,33.254533,126.4177613
이화닭발 1979,단품요리 전문,33.4879808,126.4921451
보말과비바리,가정식,33.5175502,126.5739092
삼대국수회관노형점,단품요리 전문,33.482848,126.4787991
메로,가정식,33.5001237,126.5336706
산방산,가정식,33.4871367,126.4916133
듬삭한,단품요리 전문,33.4002017,126.2493182
삼원정,가정식,33.2577336,126.4141175
산아,중식,33.4888218,126.5352374
해미가,가정식,33.4876079,126.3899707
신사본가송탄부대찌개,단품요리 전문,33.49101,126.4936735
충세흑돼지고기마씸,단품요리 전문,33.51167119999999,126.5888572
날로먹고볶음먹고,가정식,33.2552425,126.5751124
한성식당,가정식,33.4631651,126.9349485
카페노티드 제주애월,단품요리 전문,33.4632162,126.3097137
봉봉탕후루동문시장본점,단품요리 전문,33.5118852,126.533617
오후새우시,가정식,33.2516064,126.4242236
오키나와,일식,33.47865,126.4793717
이금돈지,가정식,33.4860139,126.4954181
역전할머니맥주 제주시청점,맥주/요리주점,33.5001272,126.5288977
해오반함덕점,단품요리 전문,33.5425065,126.6676633
주식회사 제이스퀘어드푸드,단품요리 전문,33.251547,126.4232413
그랜마스,양식,33.2528142,126.5103962
돈구어,가정식,33.5266354,126.855024
빨간집베라체점,가정식,33.4930002,126.5437069
케렌시아,단품요리 전문,33.2494751,126.6191544
교래퐁낭,가정식,33.4180631,126.6534847
한라식당,가정식,33.3842505,126.8024437
통시돈,가정식,33.5109173,126.5318029
도남시골낙지,단품요리 전문,33.4962659,126.5265362
종합정육식당,가정식,33.4956789,126.5199797
세이슌한라대점,단품요리 전문,33.4784876,126.4758081
소담소담,가정식,33.4504399,126.9151766
제주돼지,가정식,33.4890166,126.4891401
탐랑성,가정식,33.234894,126.4893002
우정,가정식,33.4115795,126.2672062
유카이스시,일식,33.270328,126.2785941
명품전통육개장,가정식,33.4853387,126.4851249
산호풍경이호점,중식,33.4978461,126.9682149
신옛촌,가정식,33.2470309,126.3023606
파라토도스,양식,33.3893061,126.2323233
막창상회용담본점,단품요리 전문,33.510338,126.5114525
혜선이네,가정식,33.5112012,126.538486
원조우향해장국,단품요리 전문,33.48357300000001,126.4952961
블랙이쉬레드,단품요리 전문,33.4160782,126.3985128
타무라,단품요리 전문,33.4989102,126.6568797
심심포차,가정식,33.498947,126.5348631
한솥도시락제주대정문점,도시락,33.4603206,126.5614927
제제김밥,분식,33.4850721,126.4847227
청운식당,가정식,33.4630574,126.9348328
봄봄 모슬포점,단품요리 전문,33.2212685,126.2536224
블루스카이,단품요리 전문,33.4806683,126.490428
동화로 연탄구이,가정식,33.5176645,126.5781174
누나네,가정식,33.4788958,126.4784979
택이네해장국,단품요리 전문,33.4163383,126.2689439
덕인당빵집제주점,베이커리,33.4925773,126.5115652
네네치킨대정점,치킨,33.2185785,126.2515114
민경이네어등포해녀촌,가정식,33.5536736,126.8256852
재혁이네국수,단품요리 전문,33.4893849,126.5331193
복닥키친,가정식,33.4775539,126.4788319
제주김만복김밥서귀포점,분식,33.2324728,126.5062244
우도맛집로뎀,가정식,33.5036054,126.9427511
은희네해장국표선점,단품요리 전문,33.3319022,126.8290449
오아시스인제주,커피,33.5134213,126.5487245
백스비어 제주인제점,맥주/요리주점,33.5027737,126.5428036
중원반점,중식,33.4900911,126.4919613
진대감,가정식,33.4831829,126.4686428
테라도스,단품요리 전문,33.4528002,126.3425115
연동상회,중식,33.4896854,126.4906816
봉자네상점,커피,33.5533909,126.7976893
성산갈치맛집,가정식,33.4683989,126.9174982
한양,단품요리 전문,33.4980418,126.5460564
춘천명동닭갈비연동점,단품요리 전문,33.4876873,126.4922048
월정리곳간,맥주/요리주점,33.5563254,126.806913
서광로32길27,가정식,33.4984092,126.5292484
육도담,단품요리 전문,33.4950654,126.5276848
에이바우트커피 신라신성점,커피,33.4857727,126.4867175
밭디,단품요리 전문,33.4077491,126.7728563
삼대전통고기국수,단품요리 전문,33.4929869,126.498618
강연우동태찌개제주외도점,단품요리 전문,33.4842865,126.4271754
제주한잔 세화,가정식,33.5269627,126.8552368
설빙 제주아라점,아이스크림/빙수,33.4939644,126.5409101
촌뜨기화로구이,단품요리 전문,33.49012829999999,126.5290478
저팔계연탄구이,가정식,33.5417074,126.6667116
미풍해장국 아라점,단품요리 전문,33.4746119,126.5427384
집의기록1,베이커리,33.4465208,126.2971873
삼매봉153,단품요리 전문,33.2446073,126.5517635
백년가야밀면,단품요리 전문,33.2465444,126.5680343
가시식당,가정식,33.3828211,126.7313785
에이바우트커피아라초점,커피,33.4764274,126.5447546
주식회사 별위별,단품요리 전문,33.342387,126.174521
조마루뼈다귀함덕점,단품요리 전문,33.5408175,126.668509
난타오천서사로점,피자,33.5045645,126.519038
연동대게회타운,단품요리 전문,33.4860131,126.4967961
대한식당앤오태식해바라기치킨아라점,맥주/요리주점,33.470236,126.546443
콜라,단품요리 전문,33.4433286,126.2919658
대도식당연동점,가정식,33.48701399999999,126.495879
산양산삼해물라면,분식,33.4970365,126.44969
휴게편의마트,단품요리 전문,33.5292063,126.77188
애월빵명장,베이커리,33.4784809,126.35728
비에이치시 중문점,치킨,33.2496489,126.41136
거멍국수,단품요리 전문,33.2444338,126.3044052
오늘은춘봉이네,가정식,33.2511304,126.5110152
봉금펍,단품요리 전문,33.2524088,126.5113238
도민상회월정점,가정식,33.5550304,126.8002644
푸른초장,가정식,33.4131736,126.3941857
키친요디,단품요리 전문,33.5178708,126.5777082
신시가지굽네치킨,치킨,33.2529956,126.5109449
중앙도서관 구내식당,구내식당/푸드코트,33.250729,126.5079739
베이글림림,양식,33.5543643,126.7907078
한라꽃돈,커피,33.4695139,126.4840302
올레2번가갈비,단품요리 전문,33.2501056,126.5587891
일출회관,가정식,33.5408175,126.668509
우가네한우짝갈비살,단품요리 전문,33.483792,126.4853267
모앙,단품요리 전문,33.4800724,126.4815345
네거리올레,베이커리,33.2492195,126.5638554
투썸플레이스제주애월하귀점,커피,33.4886669,126.4181647
연동누룽지,가정식,33.4808862,126.4906478
미드나잇제주,가정식,33.3060039,126.3118145
춤추는돼지 본점,단품요리 전문,33.5047054,126.4650715
이어돈가,단품요리 전문,33.39754,126.2452704
재벌식당,단품요리 전문,33.490784,126.4844534
뷰스트,단품요리 전문,33.22778660000001,126.3034978
우화,단품요리 전문,33.2531264,126.4963269
제원삼계탕,단품요리 전문,33.4885284,126.4892489
돈지식당,가정식,33.2187835,126.2509678
문문선,양식,33.4673542,126.5251609
반올림피자샵,피자,33.2504906,126.5645014
소낭집,가정식,33.2380579,126.5164878
컴포즈커피 하효점,커피,33.2569045,126.6179037
소소밀,단품요리 전문,33.4636773,126.5309897
금강민물장어,단품요리 전문,33.2543319,126.5694948
공천포식당,가정식,33.3330338,126.6180657
부가네얼큰이중문점,가정식,33.2513234,126.4251027
넝쿨하눌연동,가정식,33.4919763,126.4984922
나원회포차,일식,33.2496387,126.5676162
주민상회 신제주점,가정식,33.4832496,126.4829165
쌍교숯불갈비 제주애월점,단품요리 전문,33.4856231,126.391162
천지연전복해물뚝배기갈치요리전문,단품요리 전문,33.2433838,126.5597706
뜰채1호점,가정식,33.5423356,126.6704101
다복식당,가정식,33.5336774,126.6759464
신마포갈매기제주시청점,단품요리 전문,33.4976257,126.5305423
대궁갈비,단품요리 전문,33.5170713,126.5378867
세영식품주식회사제주아쿠아플라넷점,가정식,33.4325283,126.9272108
카페리,커피,33.5339733,126.8396386
둠비정원,가정식,33.2571421,126.5078952
제갈양,가정식,33.3861527,126.2246726
삼양떡방앗간,떡/한과,33.5209347,126.5855979
(주)호텔롯데 롯데호텔제주 델리카한스,베이커리,33.2482702,126.4104128
일출봉환이네감자탕,가정식,33.4441827,126.9132764
뜨레솥밥,가정식,33.4359667,126.4241032
국수바다본점,단품요리 전문,33.2584937,126.4059714
빨간집삼도점,가정식,33.4996002,126.5210087
정육마당,가정식,33.4960213,126.5200926
표선우동가게,단품요리 전문,33.3240774,126.831345
노른존,커피,33.4884438,126.4840533
막창먹는놈 함덕점,단품요리 전문,33.541967,126.6656763
오지하우스신제주점,커피,33.4891261,126.4754241
컴포즈커피서귀포혁신도시점,커피,33.2510903,126.5111484
타이윅,양식,33.4914449,126.5439718
울돌,가정식,33.4975218,126.5298755
오라찐빵,분식,33.4817635,126.5438987
우솔해장국,단품요리 전문,33.2566956,126.5770787
푸라닭제주표선점,단품요리 전문,33.3253076,126.8363638
온누리제과,베이커리,33.2224732,126.2542973
풍차와전복,단품요리 전문,33.3564452,126.1820975
상아식당,가정식,33.2470345,126.5614283
중앙닭집,단품요리 전문,33.279328,126.7201441
손맛촌,단품요리 전문,33.4180631,126.6534847
KFC 서귀포중문DT,샌드위치/토스트,33.2505083,126.4140826
정이가네본점,가정식,33.2519716,126.5111619
제주뚝배기,가정식,33.4611419,126.932983
담뽀뽀,단품요리 전문,33.4724226,126.5407415
대포칼제비,가정식,33.2502383,126.4314968
신제주그랜드,일식,33.4911676,126.4962324
대굴대굴굴구이,가정식,33.494341,126.5360845
금돗,가정식,33.465215,126.9324743
외도아나고,가정식,33.4908613,126.4304497
메가엠지씨커피서귀포효돈점,커피,33.2633895,126.6218021
가는곶세화,양식,33.5205393,126.8606225
노랑통닭강정점,치킨,33.253092,126.5028225
큐큐아림 아라점,양식,33.4693929,126.5418811
함덕대박횟집 함덕등대,단품요리 전문,33.5463026,126.6613593
미풍해장국코스모스점,단품요리 전문,33.4855048,126.4969482
부뚜막식당,가정식,33.4451582,126.9132936
오태식해바라기치킨앤피자는치즈빨,피자,33.4322757,126.3995244
카도,단품요리 전문,33.4867328,126.4921356
부뚜막식당1호점,가정식,33.3941101,126.8012069
파도국수,단품요리 전문,33.4865996,126.4970587
채우다,커피,33.5149454,126.5280284
해녀밥상,가정식,33.2284748,126.307204
해맞이쉼터,가정식,33.5372165,126.8377957
비에이치씨삼화점,치킨,33.516771,126.5794602
제주영롱가,가정식,33.4698837,126.5488013
국수사랑,단품요리 전문,33.5192431,126.5707987
도남오거리도남점,단품요리 전문,33.4965584,126.5260937
롯데리아 제주항디티점,샌드위치/토스트,33.5178353,126.5344561
위미항활어회센터,단품요리 전문,33.302706,126.6568975
트라몬토,양식,33.21742,126.2498126
소로록,단품요리 전문,33.5292063,126.77188
제주삼다수산식당,가정식,33.5248798,126.853927
구도로통닭 제주삼화점,치킨,33.5161742,126.576718
파리바게뜨서귀포홍플동홍점,베이커리,33.260961,126.5593559
군자대한곱창제주서귀포점,단품요리 전문,33.2470345,126.5614283
투썸플레이스 엠제이벤처오름점,커피,33.4495251,126.5743285
황금숯불닭갈비,단품요리 전문,33.4905892,126.4778778
춘천명동닭갈비 아라점,단품요리 전문,33.4746119,126.5427384
국수장터,단품요리 전문,33.5027674,126.5341996
푸르곤,가정식,33.4373264,126.3364383
사려니숲길화덕피자,피자,33.4564092,126.6621239
웃뜨르항아리,가정식,33.3353451,126.2565211
샤브마니아제주노형점,단품요리 전문,33.4792239,126.4743932
미쿠니,단품요리 전문,33.5290919,126.58961
오빠네해물라면,단품요리 전문,33.4020165,126.251045
빽다방 빵연구소 제주합동청사점,커피,33.4901636,126.5270498
명가보쌈중문점,단품요리 전문,33.251934,126.4254051
더클리프 (주)씨앤모어,양식,33.2448051,126.4177371
동선제면가,가정식,33.302706,126.6568975
뻘떡낙지서귀포점,단품요리 전문,33.2461602,126.5234294
몽실이네,가정식,33.4149062,126.2639868
무시로,가정식,33.4981722,126.5291477
김재훈고사리육개장,가정식,33.48796970000001,126.5339468
보룡제과,베이커리,33.4480163,126.9152064
주식회사 갈치친구들,가정식,33.495777,126.4399891
미쎄스올리브,양식,33.2475769,126.5117958
돈순이,가정식,33.301282,126.7682535
강남참숯구이,가정식,33.295436,126.3297706
하갈비국수정육식당,가정식,33.4639168,126.3091355
페리카나한림점,치킨,33.4143268,126.264889
수일통닭한림점,치킨,33.4020165,126.251045
본죽앤비빔밥까페제주연동점,가정식,33.4804426,126.4900261
제주돈삼겹중앙점,단품요리 전문,33.5066175,126.5241205
제주종가,가정식,33.5009254,126.5306196
우리두리,가정식,33.5562823,126.756201
블루하우스 에프앤비,단품요리 전문,33.2519045,126.5592581
전복마을,가정식,33.5074894,126.4702517
도연이네그집,단품요리 전문,33.4967853,126.5395841
주식회사 해녀세자매,단품요리 전문,33.425829,126.264043
이디야 커피연동점,커피,33.4896902,126.4903274
일품순두부용담점,단품요리 전문,33.509719,126.5038015
선흘,가정식,33.4858357,126.69931
새한라회관,가정식,33.41144269999999,126.2644693
뚜레쥬르외도점,베이커리,33.4858435,126.431117
제주옹심이메밀칼국수,단품요리 전문,33.2624054,126.5921047
솔브레,베이커리,33.5127358,126.5278269
제주부싯돌,가정식,33.2518399,126.5617573
이돈갓노형점,가정식,33.4892777,126.4747948
온가족,단품요리 전문,33.4864712,126.431392
숨비소리,단품요리 전문,33.5090692,126.4760716
서광보말칼국수,단품요리 전문,33.28924250000001,126.3220049
대게 맛있는 옥돔,단품요리 전문,33.5114014,126.5901385
조끄띠,가정식,33.475198,126.5488473
화인푸드 주식회사,중식,33.4882017,126.4912885
촐리케이크,단품요리 전문,33.4940094,126.5420219
아니따,단품요리 전문,33.3589122,126.2963143
퍼랭,일식,33.2574324,126.4156201
후프바베큐,단품요리 전문,33.4644071,126.3106886
백소정 제주 아라점,일식,33.4746059,126.5442047
60계치킨제주삼화지구점,치킨,33.5144593,126.5742772
메가엠지씨커피제주삼화초점,커피,33.5144659,126.5751664
바당고지,가정식,33.3966107,126.2443544
곤지암할매소머리국밥신제주점,단품요리 전문,33.4896195,126.4929978
공주네국수,단품요리 전문,33.4913874,126.5937826
파리바게뜨협재해수욕장점,베이커리,33.3943219,126.2411732
일품순두부봉개점,단품요리 전문,33.4930729,126.5885021
하이티파니,단품요리 전문,33.4816839,126.4841385
김삿갓보쌈족발,단품요리 전문,33.2489335,126.5611881
더 한근,단품요리 전문,33.4909445,126.4790546
연정,가정식,33.4837868,126.4867686
앙뚜아네트,베이커리,33.5161387,126.5088803
다시버시,가정식,33.52635490000001,126.8569234
백퍼갈비,가정식,33.5171205,126.5799811
김명자굴국밥성산점,단품요리 전문,33.4637609,126.9340556
글라글라하와이,양식,33.2195409,126.2514261
함덕골목,가정식,33.5438635,126.66177
추자본섬연동점,단품요리 전문,33.4854498,126.4981708
대화,가정식,33.4876701,126.4930457
우등관,가정식,33.4912817,126.4787208
컴포즈커피 태평로점,커피,33.2464386,126.5594495
제주명태어장삼화점,가정식,33.5175193,126.5779037
콜로세움,단품요리 전문,33.480486,126.5016971
주식회사 제이왓,단품요리 전문,33.2408389,126.5284226
사우스쇼어,단품요리 전문,33.242882,126.4550135
유한회사 카페노티드 제주애월2,베이커리,33.4632162,126.3097137
고향숯불막창구이,단품요리 전문,33.4877936,126.4785543
원꼬치,꼬치구이,33.2489457,126.5639028
화순한가네식당,가정식,33.2391768,126.3366158
숙자네숟가락젓가락,가정식,33.5274858,126.8549271
에이팩토리베이커리카페,베이커리,33.5169512,126.5233946
마틸다,단품요리 전문,33.4656782,126.3342415
이디야 커피 서귀포 동홍점,커피,33.2556986,126.5747497
제주육대표,단품요리 전문,33.4941043,126.4901511
스시테이카이센동,일식,33.4805898,126.5285861
한라생얼큰이,가정식,33.5024432,126.5422186
제주통큰장어,가정식,33.5016454,126.5422459
고래성,중식,33.2282666,126.3042151
키링푸드비상식탁,가정식,33.4976434,126.5272309
신제주빠빠라기,커피,33.4880046,126.4902995
김자매아구찜,단품요리 전문,33.4960687,126.5246422
미친부엌,일식,33.5170061,126.523159
돈둥지,가정식,33.2511792,126.5627906
투썸플레이스 서귀포신시가지점,커피,33.2517918,126.5104468
모노클제주,단품요리 전문,33.302706,126.6568975
아베베베이커리,베이커리,33.5126576,126.5287951
도미노피자 제주화북점,피자,33.5144659,126.5751664
일품순두부,단품요리 전문,33.2538366,126.5623485
파스테이스,단품요리 전문,33.4077117,126.2668192
주식회사 무인제주,단품요리 전문,33.4485573,126.3015225
세화리해녀의집,가정식,33.3035645,126.8067151
야미부대찌개,단품요리 전문,33.3239542,126.2604265
군산식당,가정식,33.5030236,126.5201181
오막한우막창,단품요리 전문,33.4928821,126.4914397
흑돼지해물삼합,가정식,33.2457229,126.5704185
하도리1091,가정식,33.5087021,126.8880476
남원골감나무집,가정식,33.2800568,126.721927
옛날통닭 중문점,치킨,33.2514009,126.4276533
백스비어제주아라이동점,맥주/요리주점,33.4935401,126.5419653
연돈가,단품요리 전문,33.4223597,126.4090583
나이스데이밀,커피,33.3554405,126.2930412
명품갈비하우스,가정식,33.5140016,126.5725909
이매화지혜 제주해물밥,단품요리 전문,33.4946797,126.4339883
상록식당,가정식,33.2688784,126.587615
비에이치씨제주하귀점,치킨,33.4831099,126.4127643
시골길,단품요리 전문,33.4888634,126.4947318
오일장반점,중식,33.2197701,126.2473281
칠돈가유수암점,가정식,33.4232904,126.4072539
장터밥상,가정식,33.2511024,126.4247249
느루온,일식,33.4950923,126.5468707
혼섬갈비용담점,단품요리 전문,33.5099647,126.5112102
롱리브,단품요리 전문,33.4766112,126.5415514
명동손,단품요리 전문,33.5107197,126.5244477
미루네본점,가정식,33.4913388,126.5440734
송화잔지기떡 제주아라점,떡/한과,33.4756946,126.5467957
영진보말칼국수제주협재점,단품요리 전문,33.4146749,126.2613245
메가엠지씨커피제주삼화지구점,커피,33.5164423,126.5810067
큰맘할매순대국 제주일도점,단품요리 전문,33.5043699,126.542447
색달어멍,가정식,33.2598755,126.4133912
기영이숯불두마리치킨제주이도점,치킨,33.4891717,126.5328194
도미노피자 제주이도점,피자,33.4924146,126.5423657
산방산초가집,가정식,33.2384336,126.3061282
슬이네찌개마을,가정식,33.4875579,126.4314014
앤모슬포점,가정식,33.2226218,126.2560635
삼무국수,단품요리 전문,33.4906074,126.4909963
어박사,가정식,33.4077796,126.2583173
탑동김치찌개,단품요리 전문,33.517187,126.5224374
탕의기준,가정식,33.5382772,126.6391412
일곶,가정식,33.2835119,126.5886742
곰돌이숯불갈비,단품요리 전문,33.4935137,126.4854652
사계소희네 국수,단품요리 전문,33.235918,126.3095174
당케올레국수,가정식,33.3252977,126.8433579
주식회사 제주그때그집,가정식,33.5271315,126.8548654
함덕화로,단품요리 전문,33.5389879,126.6755473
빨간집,가정식,33.4987777,126.5308545
야우,가정식,33.4892172,126.4892947
만호,가정식,33.5004748,126.5426382
삼성혈해물탕서귀포점,단품요리 전문,33.2488154,126.5142625
어디가코 연동점,가정식,33.4883833,126.490584
틴우드맨(tin woodman),단품요리 전문,33.2802087,126.7186087
그라미니,단품요리 전문,33.2417564,126.5662839
풍림다방 송당점,커피,33.4718344,126.7856128
간또일도점,가정식,33.5017917,126.5434068
푸라닭제주서귀점,단품요리 전문,33.2561902,126.5722935
또오리,단품요리 전문,33.2590705,126.5691464
꼬신김밥노형점,분식,33.4821864,126.474983
명리동식당애월점,단품요리 전문,33.4723571,126.3495512
제주영재숯불,단품요리 전문,33.4837467,126.4872609
모래비,단품요리 전문,33.5554607,126.7961595
마지막해녀,일식,33.4961362,126.53349
라지마할,동남아/인도음식,33.4885813,126.4903231
윤가네뼈다귀해장국,단품요리 전문,33.5133442,126.5637891
교촌치킨 표선점,치킨,33.3247309,126.8324299
마마롱,단품요리 전문,33.4034138,126.4508866
미정이네꺼멍돗괴기,단품요리 전문,33.4154493,126.2688199
누나홀닭함덕점,치킨,33.5414715,126.6679592
우영담,가정식,33.4643208,126.3166159
뉴욕뉴욕,양식,33.4759882,126.4815183
이도국밥,가정식,33.4925119,126.5369601
오마카세요리쇼고,일식,33.4726557,126.5497693
064제주인생곱창,단품요리 전문,33.4955898,126.5427746
제주기정떡,떡/한과,33.4034138,126.4508866
흑돈가,가정식,33.4800234,126.4734555
바베큐타운 제주,단품요리 전문,33.5277686,126.6306862
나우커피제주노형점,커피,33.4843676,126.4728685
성안식당,가정식,33.4649756,126.3200838
제주올레냉면(주) 제주노형점,가정식,33.481893,126.4703098
반양,단품요리 전문,33.2812194,126.2261698
엄마순대국,단품요리 전문,33.4919845,126.4980833
바토라브와르,단품요리 전문,33.4755392,126.4829314
에버그린돈까스제주점,단품요리 전문,33.4620331,126.3127853
협재더꽃돈본점,가정식,33.3953387,126.2425698
터틀락,단품요리 전문,33.2770409,126.3636019
시드니양갈비,가정식,33.4834271,126.47811
밥부터먹자,가정식,33.5145504,126.5108449
해진횟집,단품요리 전문,33.5184238,126.5284873
카페앤더블유(cafe&w),커피,33.2759014,126.281885
해짓골국수,단품요리 전문,33.5160492,126.526762
애월항포구횟집,단품요리 전문,33.4661461,126.3208703
연동돈우가,가정식,33.4922403,126.4868706
순덕이네해산물장터,단품요리 전문,33.4065388,126.906485
포차천국노형점,가정식,33.4898649,126.4769461
범섬포차,가정식,33.2351148,126.5069058
면주막,단품요리 전문,33.4707882,126.6570166
(주)그랜드부민,가정식,33.4804117,126.5218765
순희뽀글이,가정식,33.4976936,126.5172538
애월동깨,가정식,33.4661461,126.3208703
마모루,일식,33.4988547,126.5315031
참맛나흑돼지,가정식,33.49185,126.4935628
NAIVE,단품요리 전문,33.497497,126.5296421
진성반점,중식,33.4603025,126.5616879
제주더(JEJU THE)사계,가정식,33.2288203,126.3068702
에이바우트커피 인화점,커피,33.5102897,126.539359
신옛촌 제주점,단품요리 전문,33.4903209,126.4608866
오캄커피,단품요리 전문,33.4995491,126.5318014
쪽갈비야사랑한닭,가정식,33.516771,126.5794602
해오름,가정식,33.4912887,126.4797765
대우정식당,가정식,33.2329856,126.5068162
제주바다,일식,33.2179959,126.2510873
히로,단품요리 전문,33.5412851,126.6670391
김명자굴국밥화북점,단품요리 전문,33.5174139,126.5727502
좋아좋아숯불갈비본점,가정식,33.515914,126.523419
용두성,가정식,33.51444130000001,126.5124705
롯데리아하나로제주성산점,햄버거,33.446282,126.9117221
