관광지명,위도,경도
함덕카페거리,33.5307681,126.6673798
함덕해수욕장,33.5437787,126.6688353
항파두리항몽유적지,33.4525581,126.4078884
해거름전망대,33.3712849,126.2072797
해녀박물관,33.523385,126.8622061
해녀의 태왁,33.5429562,126.7545767
해맞이해안로,33.5389636,126.7494481
해비치컨트리클럽제주,33.3589911,126.7244129
해빛,33.5353321,126.6222629
해품은체험농장,33.443438,126.8926365
해피맘하우스,33.4704747,126.342272
핸즈웍스,33.4376503,126.2969333
행원육상양식단지,33.5290971,126.8463777
허브동산 미디어 파사드 (media facade),33.330435,126.8154056
헌마공신김만일기념관,33.31887750000001,126.6742738
헬로키티아일랜드,33.290091,126.352092
현사포구,33.4986042,126.4564616
현의합장묘역,33.3274984,126.7016991
협자연대,33.426367,126.9321438
협재굴(한림공원),33.3883099,126.2394248
협재포구,33.3819398,126.2497525
협재해수욕장,33.39356,126.239538
형제섬,33.2100186,126.3142952
형제해안도로,33.2010015,126.2801453
형제해안로전망대,33.2278361,126.3037491
혼인지,33.41514350000001,126.8938099
화북비석거리,33.5212203,126.5599891
화북환해장성,33.507826,126.5640243
화순곶자왈생태탐방숲길,33.2621473,126.3327229
화순금모래해수욕장,33.239677,126.3359933
화순금모래해수욕장담수수영장,33.2395932,126.335676
화순리 유채꽃길,33.251783,126.3339202
화조원,33.411109,126.3714311
환상숲 곶자왈공원,33.3229494,126.263523
환상숲곶자왈 담앙족욕,33.3229494,126.263523
황금굴(한림공원),33.3883099,126.2394248
황우럭만화천국사회적협동조합,33.4142954,126.2666431
황우지해안,33.2415758,126.5497676
황우지해안 열두굴,33.2419798,126.5507198
효명사,33.3227935,126.5956233
후포해변,33.9623187,126.2896185
훈데르트바서파크,33.4932337,126.9561537
휘닉스 르쏠레이테라피,33.4300919,126.9272996
휴림,33.443332,126.4292669
휴애리 자연생활공원,33.308866,126.6337271
흑돼지거리,33.5153591,126.5420032
(주)메이드인제주,33.4918963,126.6679839
B일상잡화점,33.4620324,126.9145029
HAN 컬렉션,33.4853796,126.4815295
갈중이,33.2350546,126.3136741
강연욱 사진관,33.4578188,126.3489316
게른,33.2477159,126.556613
곱은과일,33.2518872,126.5621791
곱은달사진관,33.5136414,126.6710217
구름두리,33.2495636,126.5630367
그꽃,33.556225,126.7926704
그림책방 & 카페노란우산,33.4460755,126.4307596
기영상회,33.3943586,126.2407889
농업회사법인 나무와열매 주식회사,33.2582576,126.3081732
농업회사법인(주)제주왕지케,33.3025428,126.1823011
다나한한복 앤 러블리베베,33.4929192,126.5302218
다시방프로젝트,33.5467911,126.6985397
달리센트,33.4903049,126.8982028
당근가게,33.5006534,126.5143995
대정오일시장,33.220459,126.24836
더솜라탄,33.4806562,126.4739803
더아일랜더,33.5123979,126.521371
도솔촌,33.249372,126.6137153
도예시선,33.4941125,126.9001027
돌코롱,33.1199618,126.2672639
동문수산시장,33.5126937,126.5262065
동문시장(주),33.5115982,126.5353024
동문재래시장,33.5116033,126.5260192
디자인에이비,33.3630491,126.2014759
딜다책방,33.5054988,126.5274091
라바북스,33.2744653,126.6568589
라온명품관,33.3810152,126.2411754
라이킷,33.5142206,126.5273625
마야블루,33.4895004,126.4785072
마켓오름,33.2460759,126.5240692
만춘서점,33.5406755,126.6734168
모슬포중앙시장,33.2210679,126.2540093
모이소,33.4871211,126.4885456
몸냥공작소,33.4306996,126.3975505
몽생이(갈옷),33.3368161,126.2632066
미앤제주,33.3480103,126.3567232
"미야즈클로젯 (해녀복 대여, 해녀 스냅사진 촬영)",33.5154348,126.5066955
미카의달콤한작업실,33.2266962,126.2989571
바다보석,33.2452974,126.5641345
바당의물질,33.5169919,126.530006
바이올가 영어마을점,33.2915464,126.2841447
바이제주,33.516627,126.5040466
베리제주,33.4666107,126.3363674
벨롱장,33.5250375,126.8551221
보미다,33.2385667,126.5143264
북타임,33.2544748,126.5605683
뷰티풀제주,33.5159018,126.505804
사슴책방,33.4958829,126.658157
사회복지법인 평화의마을,33.2789943,126.2924242
산호상점,33.5537922,126.743389
삼다닷컴,33.4925754,126.5243068
샘스제주캔들,33.4625959,126.3098713
서귀포농협하나로마트,33.2576237,126.5806306
서귀포매일올레시장,33.2501737,126.5634281
서귀포향토오일시장,33.267163,126.5730315
서문공설시장,33.51136470000001,126.5179247
서쪽가게,33.3934031,126.2406064
선물고팡,33.5030028,126.5049663
선우스타일,33.5115982,126.5353024
성산-고성오일시장,33.4518015,126.9127257
세화해녀민속오일시장,33.5290971,126.8463777
소소한담,33.471505,126.3669867
소심한책방,33.4914823,126.9030815
손끝에서,33.5239606,126.854795
수풀,33.4178994,126.2667166
술 다끄는 집,33.3879386,126.8016291
스마일러펫,33.469964,126.4158138
승희상회,33.493153,126.8993831
시티오브드림즈,33.5146371,126.5250441
신세계사이먼 제주 프리미엄 전문점,33.3071802,126.3174379
쓸모있는 생활잡화점,33.4770171,126.5492898
아꼬화,33.5055513,126.538644
아라도예,33.4602646,126.4360961
아름낭,33.2582009,126.4946867
아워키친,33.4814672,126.4769055
아코하루,33.509806,126.5903296
아트앤제주,33.4913197,126.4723245
안나네꽃마을,33.4765347,126.4787727
안온점,33.403128,126.2521663
야호농수산,33.5074384,126.5045314
언제라도 북스&리틀갤러리,33.5204317,126.8874939
얼리스프링플라워,33.4878571,126.534246
에브리바디빈티지,33.5105191,126.5233739
여름문구사,33.5214315,126.8588927
연필가게,33.2861939,126.7445146
옥수카페,33.4398656,126.3800136
올레바다,33.23716810000001,126.5110948
용연낚시,33.5084457,126.4990864
우도아이,33.5132549,126.9575025
우생당,33.513011,126.5237244
윌로우씨  제주캔들공방,33.5115982,126.5353024
이제주숍,33.4994412,126.5403432
인연의숲,33.4932733,126.8979494
인한복,33.4820245,126.4734249
자연이야기,33.4871945,126.4783633
제이어스,33.5003461,126.5300679
제일토산품,33.5129597,126.5216976
제주 중앙지하상가,33.4980228,126.5299477
제주i,33.4637751,126.9356291
제주관광공사 중문면세점 (내국인),33.241166,126.4242083
제주그림,33.2631275,126.6090202
제주민속식품,33.4281061,126.751044
제주민속오일시장,33.4966876,126.4753648
제주보성시장,33.50332900000001,126.5277844
제주소랑,33.3748183,126.2828924
제주술익는집,33.3849217,126.7938338
제주시농협농산물직거래센터,33.5041073,126.5544816
제주점토도예연구소,33.5501789,126.8039137
제주칠성로상가,33.5140971,126.5261568
제주허니와인,33.4580292,126.3622504
중문향토오일시장,33.2507996,126.4241933
지소울,33.5201149,126.5676927
차귀도 오징어,33.3021091,126.1851714
책약방,33.4930293,126.8976615
천진낭만,33.4938119,126.9482417
카카오프렌즈 스토어@제주,33.4502221,126.5701423
캔북스,33.4914298,126.5401939
큰손상회,33.5542182,126.8004523
탐라동주,33.241166,126.4242083
팰롱팰롱 빛나는,33.5557227,126.7953256
펠롱잡화점,33.5273566,126.8550316
펫마마스푸드,33.2115942,126.2588685
폴개협동조합,33.3032713,126.7069767
표선오일시장,33.3223424,126.8302543
푸른콩방주,33.2632781,126.4361239
풍년상회,33.5356142,126.6364717
프레쉬모먼트,33.4771304,126.5497115
하나로마트 구좌농협 우도점,33.5082638,126.9538744
한라꽃방,33.2450116,126.5642807
한림매일시장,33.4161163,126.2649111
한림민속오일시장,33.4204954,126.2740028
한마음한라봉,33.4664929,126.3180061
한복담,33.488577,126.491127
함덕민속오일시장,33.5401737,126.6679742
현승이네농장,33.4636072,126.3787907
화북종합시장,33.5218218,126.5663671
메리어트관 제주신화월드 호텔앤리조트,33.3071802,126.3174379
1915 지오하우스,33.4652236,126.9330757
369펜션,33.4736436,126.6456718
521 게스트 하우스,33.4688901,126.3717573
BK호텔제주,33.2410573,126.564319
CS빌리지,33.4784883,126.3602014
For 安(포안),33.3996973,126.2497881
IGH펜션,33.3639446,126.193362
JAY&CHLOE,33.2572119,126.1888401
JJ하우스,33.2604684,126.4856177
JK라마다앙코르 제주연동호텔,33.4921768,126.4905366
Oh! 세화! (오세화게스트하우스),33.5169566,126.8594965
UTS제주골프빌리지,33.4309109,126.4343274
UncleBORO게스트하우스,33.3384066,126.2624571
ZeZuZip,33.3742674,126.8436941
be Lazy B&B,33.2704908,126.6518146
cafe말/개스트하우스 말,33.2415974,126.4671838
inn jeju 인제주 게스트하우스,33.3961147,126.2644281
가까이에파도소리,33.4949564,126.4248894
가름게스트하우스,33.2365443,126.5123459
가비오타 펜션,33.5290971,126.8463777
가산토방,33.2877115,126.5776012
가원비치펜션,33.32679,126.8366215
가이아호텔,33.4894336,126.4906265
가파도민박,33.1662812,126.2728337
가파도상동펜션,33.1741216,126.2699112
간드락게스트하우스,33.4854159,126.5439156
감비나무,33.5291728,126.8123293
강남하우스펜션,33.2072035,126.2903035
강정서부민박,33.2352792,126.4806485
개스트하우스 말2,33.2438726,126.3363714
객의하우스,33.3966975,126.2433527
갤러리민박,33.9423913,126.3215436
갤럭시호텔 제주,33.5031537,126.5125886
갯바위펜션,33.2335567,126.3727512
거드락지민박,33.3944773,126.2413318
건축학개론펜션,33.3582629,126.8602163
게스트하우스 클럽 제이제이,33.2559258,126.4165496
게스트하우스7,33.5089363,126.5111542
게으르게,33.5434239,126.654092
게으른소나기,33.538811,126.8338011
곁겹,33.3860092,126.2318543
고려민박,33.9586699,126.2977319
고망난돌민박가든,33.3531583,126.8579894
고불락하우스,33.4667429,126.3365337
고산별곡,33.3028721,126.1803043
골드원호텔 & 스위트,33.2441637,126.5223564
골든비치,33.5187422,126.4911561
골든튤립 제주 성산호텔,33.4480321,126.9162159
골든파크호텔,33.4992449,126.5129932
곰씨비씨게스트하우스,33.2341481,126.3670309
공감민박,33.4472454,126.8774701
구르미별동,33.511035,126.8615015
구름밭하우스,33.52154,126.8966456
구름비낭,33.3579197,126.2017014
굿데이 펜션,33.2425247,126.5527807
그라벨호텔제주,33.4924349,126.4287034
그랜드 조선 제주,33.249859,126.4049977
그랜드 하얏트 제주,33.4853796,126.4815295
그랜드메르호텔,33.2396011,126.385934
그린나래,33.42794380000001,126.8508228
그린민박,33.9615394,126.293161
그린사이드펜션,33.25668460000001,126.4114396
그린트리인서귀포호텔,33.254576,126.520051
그림같은집,33.2467932,126.5175167
그림같은풍경,33.268649,126.1789461
그림그리는펜션,33.4313404,126.8438305
그림리조트,33.5163208,126.5035006
글라라의집,33.2321239,126.3086355
금서방네이층집,33.2539274,126.3101984
금호리조트제주,33.2729991,126.701485
기분좋은 민박,33.5501005,126.7388369
길섶나그네펜션,33.4683511,126.6786074
김군아미고게스트하우스,33.48108090000001,126.3739717
김녕몽생이,33.5572381,126.7481847
김녕한옥 용암정원,33.5570966,126.7514096
김선장네 민박,33.9610515,126.294443
까사데비발디호텔,33.2340812,126.2906059
꽃머채 펜션,33.418426,126.3767535
꽃하루방게스트하우스,33.4003299,126.9028806
꽃향기바다소리,33.365668,126.2065328
꿀잠자리,33.2181389,126.2508982
꿈꾸는 노마드,33.2416811,126.4996554
꿈꾸는바다,33.5041784,126.4636875
꿈꾸는섬 게스트하우스,33.5359334,126.6348449
꿈꾸는정원,33.5389125,126.6654042
끄라비펜션,33.279433,126.5914359
나날 게스트하우스,33.2426435,126.5555241
나무사이로햇살이,33.4711497,126.786197
나무아래독채펜션,33.4669169,126.7693215
나무이야기,33.2808496,126.7165103
나무이야기 하우스,33.3044377,126.8061771
나무이야기게스트하우스,33.2947796,126.7585369
나무이야기게스트하우스 2호점,33.2808496,126.7165103
나무처럼 게스트하우스,33.3851208,126.2264679
나무향기펜션,33.49897,126.4589066
나미송 머무는 곳,33.4310911,126.4176755
나바론 민박,33.96081330000001,126.2953138
나비스호텔,33.4862622,126.3914994
나인스파빌,33.4454174,126.4302656
난드르통나무집,33.2370466,126.3638157
남쪽나라빌,33.2540418,126.4197569
남촌풀하우스,33.3169589,126.8283428
낭만펜션,33.5048443,126.4720645
내도바당펜션,33.4958062,126.4403991
내사랑추자야펜션민박,33.9596786,126.2974729
넙빌레하우스,33.2692365,126.6487275
노낭게스트하우스,33.4371172,126.922151
노닐다 게스트하우스,33.4942055,126.9510515
노블레스호텔,33.4830293,126.490758
노블렛휴양펜션,33.3430194,126.6960758
노을과 포도향기,33.4512965,126.365563
노을과어울림,33.270758,126.1759238
노을과원담,33.3317996,126.1661238
노을담은뜨락,33.25624,126.1903353
놀멍쉬멍고르멍,33.5506472,126.7128553
누울,33.53644,126.8390894
눈먼고래,33.5385696,126.6345209
뉴그린모텔,33.3261354,126.8366449
뉴그린펜션,33.3262484,126.8365735
뉴아일랜드민박,33.9465975,126.3288828
뉴아일랜드호텔,33.4843325,126.4894074
뉴코리아유스호스텔,33.4171086,126.3982244
느르왓,33.3053082,126.1841073
늘바다통나무펜션,33.237324,126.363657
늘송파크텔,33.4875666,126.4831775
늘푸른 게스트하우스,33.2142124,126.2591329
늘해랑펜션,33.2791401,126.5536013
다노이커플펜션,33.5532205,126.7117113
다락마마,33.5171719,126.8662524
다래산장,33.4308499,126.34774
다미네민박,33.9617398,126.2923887
다솜펜션,33.2406464,126.4369671
다올제민박,33.5162256,126.885416
다이브게스트하우스,33.2412062,126.5065669
다이아몬드 호텔,33.488934,126.492233
다인리조트,33.4714919,126.351163
다인오세아노 호텔,33.4725009,126.3504542
단빌리지게스트하우스,33.3021103,126.1900381
단추스테이,33.388162,126.2236664
단추스테이 단추숲,33.3189347,126.209157
달달하우스,33.3981869,126.2464178
달빛고운펜션,33.555349,126.7964154
달빛바다,33.517438,126.4984802
달자펜션,33.4836583,126.3797758
달집게스트하우스,33.4937382,126.9009745
달콤한소금만들기,33.2395534,126.2997536
달콤한아침,33.5521549,126.7989945
담앤루펜션리조트,33.247142,126.451081
대명리조트 제주,33.541054,126.6719242
대물민박,33.9408603,126.3237704
더 프라이빗 시로,33.3498799,126.1878595
더갤러리펜션,33.4220279,126.6750438
더그랜드섬오름,33.23280829999999,126.5097921
더들집,33.5544005,126.712917
더레드관광호텔,33.501029,126.5318941
더베이리조트,33.2411845,126.5933945
더본 호텔,33.2594337,126.4063059
더블루제주,33.2418978,126.601781
더비비스제주,33.2403359,126.476637
더쉼팡스파&풀빌라,33.312003,126.8030871
더아름다운펜션,33.253855,126.4419625
더오라,33.4970533,126.5096884
더큐브리조트 제주,33.2863083,126.5631106
더클라우드호텔,33.4689926,126.9350866
더포그레이스호텔앤리조트,33.4736366,126.910674
더하도스파빌라,33.5104807,126.8929562
더하우스펜션,33.5290971,126.8463777
데이즈호텔 제주서귀포오션,33.2493801,126.5674481
도도펜션,33.2387973,126.3658059
도로시게스트하우스,33.4770553,126.8967612
도시락게스트하우스,33.4638902,126.934104
도일모텔,33.4830768,126.4896174
돈내코힐 리조트,33.3027048,126.5783491
돌고래하우스(캠핑장),33.2328107,126.4996193
돌꽃펜션,33.518985,126.4985651
돌담민박,33.4861535,126.4091364
돌담한길펜션,33.3137156,126.6986337
돌집조앤정,33.5153731,126.8600311
동굴민박,33.5012031,126.9675284
동막골게스트하우스,33.2836024,126.3231552
동박생이,33.5584132,126.792853
동백동산펜션,33.5162211,126.7060672
동복리671,33.556114,126.720467
동산나라펜션,33.2393379,126.4391838
동양콘도,33.4830351,126.3772045
동원리조트제주,33.2408541,126.5626364
동일민박,33.9624674,126.2986158
동촌하우스,33.4913963,126.8998875
두리안펜션,33.2758485,126.7057286
두베하우스,33.516944,126.8665172
뒹글하우스,33.5538546,126.7977349
드림캐슬,33.2806173,126.7405325
드헤브펜션,33.5254827,126.8851873
등대민박,33.963257,126.2979939
디셈버호텔,33.4903285,126.4896406
디스이즈핫,33.5131599,126.8973371
디아넥스 호텔,33.3032678,126.3921139
디앤디파트먼트 제주 droom,33.5177167,126.5233204
디오션힐,33.2367536,126.3089621
땅콩펜션,33.5012031,126.9675284
또랑게스트하우스,33.4551029,126.549412
또오크라,33.4700643,126.3905927
또올레펜션&게스트하우스,33.360991,126.2013042
뚜르드제주게스트하우스,33.4959018,126.8999378
뜨레향 펜션,33.2626428,126.6379843
뜨리바다펜션,33.27175,126.6996875
라림부띠끄호텔,33.2368961,126.3629996
라마다 제주 함덕 호텔,33.543269,126.6597958
라마다 제주시티호텔,33.4935318,126.5343136
라마다앙코르 서귀포 이스트 호텔,33.254366,126.5200697
라마다앙코르 서귀포호텔,33.2545031,126.519286
라마다프라자 제주호텔,33.5185854,126.5171129
라메종베니in제주,33.4362503,126.9219619
라벤다호텔,33.2477159,126.556613
라신비,33.4378444,126.2755733
라오체리조트,33.236339,126.4968147
라온호텔앤리조트,33.3810152,126.2411754
라이온힐펜션,33.2814187,126.3191536
라자관광호텔,33.4828712,126.4893405
라파로마휴양펜션,33.3924208,126.247247
라포즈,33.2630864,126.4657804
라헨느리조트,33.4521555,126.6155076
란펜션,33.5155812,126.5044765
랑주호텔,33.2539452,126.5079762
랜딩관 제주신화월드 호텔앤리조트,33.3071802,126.3174379
런호텔,33.2471605,126.5661877
레드우드하우스,33.4957016,126.9022054
레몬이네 민박,33.9617398,126.2923887
레몬트리게스트하우스,33.2195409,126.2514261
레이크힐스 제주 리조트,33.2673486,126.3771388
레지나팬션,33.2370131,126.4995971
레프트핸더 게스트하우스,33.5201339,126.8649221
로그맨하우스,33.4192693,126.3756884
로그밸리,33.4168776,126.3755759
로그빌리지 펜션,33.3267882,126.8205994
로뎀펜션,33.5036054,126.9427511
로베로호텔,33.5128705,126.5219573
로즈비치,33.5501445,126.6416693
로지게스트하우스,33.5454814,126.6490277
롯데리조트제주 아트빌라스,33.2893348,126.4152061
롯데시티호텔제주,33.4906409,126.4866038
롯데호텔 제주,33.2482702,126.4104128
루미수다게스트하우스,33.5020747,126.5279043
루시드봉봉,33.2260322,126.2672628
루시드엠,33.2368806,126.3004381
루체빌,33.3191316,126.3847303
루하우스,33.3072728,126.8127851
르페도라,33.2894625,126.6293182
리니민박(RINY),33.3902547,126.7977632
리버풀펜션,33.5080677,126.4720079
리치망고펜션,33.5137896,126.9569853
리치웨이 펜션,33.272082,126.6621787
리틀해녀,33.5147415,126.5056361
마눌펜션,33.4496439,126.3325005
마니주팬션,33.5089163,126.4722484
마당돌펜션,33.2560507,126.1907281
마라도게스트하우스,33.1174853,126.2660286
마라도별장,33.1182691,126.2666181
마레보 리조트,33.47152760000001,126.3541906
마레카펜션,33.3881459,126.2248472
마리아주펜션,33.3546954,126.8405508
마린포트리조트,33.2354606,126.49483
마빈,33.5490407,126.6975249
마이테르유스호스텔,33.4293177,126.3477943
마주보기펜션,33.4783602,126.9093006
머무름민박,33.39456210000001,126.2533371
메모리 인 제주 펜션,33.25744170000001,126.4909656
메이더호텔,33.5291728,126.8123293
메이저호텔,33.4830204,126.4910416
메이풀하우스,33.5013399,126.6613066
메종글래드 제주,33.4848645,126.4885577
메종드오조락,33.4659005,126.9133066
메종드판포,33.3579197,126.2017014
명상가의집,33.4941986,126.7162362
모멘토호텔,33.2465354,126.5649779
모물펜션,33.4523649,126.3082439
목조 독채민박 멍3닷컴,33.4835132,126.6979783
몬딱게스트하우스,33.5190692,126.8523484
몬딱쉼터,33.2782007,126.5884138
몬떼뷰 스테이,33.2280248,126.298833
몽돌바당,33.4946665,126.4394716
몽마르뜨펜션,33.472749,126.3493082
무이비엔,33.5350855,126.8233309
물고기나무게스트하우스,33.3789432,126.8407648
물돌이민박,33.9451342,126.3266622
물메랑,33.472093,126.3912187
미도모텔,33.4641765,126.9335918
미도호스텔,33.2500613,126.5663637
미라클게스트하우스,33.5095687,126.4818685
미래하우스,33.5081594,126.4710806
미르빌펜션,33.24601,126.3061358
미소가펜션,33.2725131,126.6521502
미소게스트하우스,33.5134151,126.523782
미쓰홍당무하우스,33.5292816,126.8367482
민박바당집,33.3963952,126.2425891
민박집섶낭,33.3920433,126.2441455
민박하얀집,33.3964801,126.242376
민준채,33.3777804,126.2159656
민중각 게스트하우스,33.2506794,126.5587448
밀레니엄빌,33.2451899,126.5899481
밀물민박,33.9598845,126.2976224
바다드림,33.5181507,126.4948911
바다산책,33.2755181,126.7106644
바다스케치,33.2349965,126.3099142
바다와자전거,33.4666884,126.3381376
바다위올레펜션,33.2346294,126.5030967
바다의향기,33.213076,126.2921677
바다추억,33.5147516,126.5028911
바다파파,33.5352211,126.6257607
바다풍경펜션,33.483918,126.3938533
바다해호텔,33.2414444,126.565685
바다향기,33.5276256,126.5888506
바닷가하얀집,33.2419039,126.5361992
바닷가하우스펜션,33.2122337,126.2921321
바당정원펜션,33.3494085,126.2175185
바람돌이하우스,33.5562581,126.8046811
바랑쉬게스트하우스,33.4010467,126.9036275
바사팬스파,33.3403385,126.1682969
바산올레펜션,33.2366171,126.3639287
바우하우스,33.5210947,126.8897622
발로바쉬,33.452175,126.3091998
발리인제주,33.4980532,126.7954504
밧돌 게스트하우스,33.4743111,126.7771579
방울풍뎅이 하우스,33.2700919,126.6737704
밭담사이,33.4962506,126.9076025
배목수집,33.5146849,126.8589008
백악관민박,33.5129965,126.957577
백패커스홈,33.2472869,126.5590809
밸류호텔 서귀포(VALUE HOTEL Seogwipo JS),33.2514311,126.5103166
밸류호텔 월드와이드 제주,33.4896305,126.4926107
뱅디가름게스트하우스,33.4457428,126.9098077
범섬풍경,33.2421488,126.5296721
벙커호텔앤리조트,33.2612786,126.5426746
베누스무인텔,33.4207244,126.4062439
베니키아 아이진호텔,33.4824636,126.4948129
베니키아 중문호텔,33.2518948,126.4224038
베니키아호텔제주,33.477337,126.3628356
베스트웨스턴제주호텔,33.4878289,126.4818464
베이힐 풀앤빌라,33.2375461,126.3721708
벼리게스트하우스,33.5237875,126.8645481
별똥별채집소,33.511275,126.8918898
별마로펜션,33.4982358,126.460112
별장민박,33.9626268,126.298934
볕들이펜션,33.4626762,126.9351102
보로미 민박,33.4652827,126.4117697
보리게스트하우스,33.4682493,126.7836601
보물섬,33.4663536,126.9315204
볼몽지엥하우스,33.2419986,126.6059187
봄그리고가을호텔&리조트,33.4744609,126.9105998
봉골레 하우스 민박,33.9596996,126.2962497
봉아저씨네민박,33.3747549,126.2845198
봉쟈 게스트하우스,33.5258852,126.5683774
부르네스테이,33.5121508,126.4843156
부영CC관광호텔,33.3589908,126.7119415
북극에서 만나 행복하자,33.3454457,126.7633489
북마크하우스&카페,33.2387594,126.2315527
북촌플레이스,33.5456249,126.6881094
브라운 스위트 제주 호텔 & 리조트,33.4520193,126.91455
브라운캐빈,33.414941,126.3753426
브리즈베이호텔,33.4665462,126.9307256
브릭216,33.240855,126.4434116
블라제리조트,33.3792662,126.7469026
블란디야,33.2366223,126.5135462
블랑게스트하우스,33.3332297,126.8269036
블랙롯지,33.4448105,126.8850317
블랙샌즈호텔,33.5220167,126.5873253
블랙스톤리조트,33.3355186,126.3240674
블루마린,33.311345,126.8338184
블루마운틴호텔,33.4637774,126.9343382
블루오션,33.1654712,126.2721355
블루펄,33.2412528,126.5319286
블루하와이리조트,33.3813531,126.2180497
블룸호텔,33.2498662,126.4081758
비비엔다,33.5225245,126.8610535
비스타리조트,33.5031197,126.457563
비스타케이호텔월드컵,33.2519532,126.5098123
비아 제주,33.4927056,126.4948933
비안,33.5098877,126.6979159
비앤비호텔,33.4905982,126.4906734
비오하우스,33.5561058,126.7945358
비자낭달집,33.4743111,126.7771579
비젠빌리지,33.5117082,126.89066
비지터게스트하우스,33.5123736,126.5251608
비치조아,33.526786,126.5876545
빌라배알로,33.4348814,126.9163285
빌라비하우스,33.2597616,126.413999
빌라사계,33.2399487,126.3046112
빌림,33.5037002,126.4676986
빠담빠담게스트하우스,33.3296372,126.8182137
뽀요요펜션,33.4942173,126.9466874
뿌리게스트하우스,33.3206708,126.1777063
쁘띠제주빅터펜션,33.5100331,126.4814602
사계여행민박,33.23484920000001,126.307797
사계절민박,33.9456486,126.3290204
사랑이꽃피는민박,33.5564847,126.754289
사랑터울,33.5185852,126.4959627
사면초가펜션,33.3630937,126.2079663
산방산에펜션,33.2463347,126.2971274
산방산파크텔,33.2564621,126.3292101
산방산호텔,33.2497944,126.2933203
산토리니 펜션,33.4860656,126.3824378
삼다펜션,33.5182138,126.4888802
삼보민박,33.354667,126.2570648
삼해인관광호텔,33.4913289,126.4894864
서귀포KAL호텔,33.2462908,126.5813639
서귀포귤림성,33.2505771,126.5363941
서귀포통나무집,33.2424603,126.6039051
서귀포푸른바다,33.2419067,126.5576641
서귀포호텔  카라반,33.2731829,126.395075
서귀포힐즈호텔,33.252873,126.5101675
서머셋 제주신화월드 호텔앤리조트,33.30288850000001,126.3181117
선샤인호텔,33.5443474,126.6618402
선스토리,33.3162838,126.8374615
섬타임즈,33.4933194,126.4237986
성게돌 펜션,33.2506837,126.6187196
성산아침노을펜션,33.4667569,126.9350336
성산우리집 펜션,33.4669759,126.9344192
성산풀하우스,33.3841734,126.8797064
세화리움,33.5235555,126.8622208
세화맨션,33.5244041,126.8596432
셋째날,33.2791166,126.6013157
소낭게스트하우스,33.5520763,126.7909708
소낭재,33.3832801,126.2530889
소노벨제주,33.541054,126.6719242
소노캄제주,33.3050378,126.7919081
소노캄제주(미공개),33.3050378,126.7919081
소담펜션,33.2314988,126.5080062
소라담하우스,33.5302271,126.6224846
소랑풀빌라,33.4925067,126.6716459
소랑호젠,33.2757478,126.7053958
소섬바당,33.5088922,126.9535786
소소게스트하우스,33.4171151,126.3749388
소풍(월정리),33.5540274,126.7904835
소풍BnB,33.2516004,126.532297
소풍이야기 펜션,33.4886701,126.3872037
솔로 게스트하우스,33.2094665,126.2903824
솔민박,33.30882570000001,126.8217863
솔바람풍경소리펜션,33.2905212,126.7246216
송림원,33.4281611,126.330749
쇠소깍섬도리왓펜션,33.2570276,126.6214257
쇠소깍올레민박,33.2623845,126.6187869
수상한소금밭게스트하우스,33.4904053,126.9025713
수상한집 광보네,33.5081504,126.5871816
수앤수가족호텔,33.4741615,126.3586953
수필하우스,33.4928926,126.8995214
수하리839,33.4077582,126.8999068
숨비아일랜드,33.339112,126.8555453
숲골 제주독채펜션,33.4844717,126.7025521
쉴띠펜션&게스트하우스,33.2729137,126.3654128
쉴만한 물가,33.3762334,126.2140448
쉼게스트하우스,33.3985114,126.2497463
쉼멍스테이,33.2240707,126.2470539
스마일모텔,33.4861874,126.4943471
스머프하우스,33.2542885,126.4191229
스위트모텔,33.4902167,126.4948798
스위트호텔 제주,33.2493321,126.4082147
스카이리더스호텔,33.4826978,126.4896022
스카이워커,33.5140635,126.5259095
스쿠버스토리,33.2518815,126.5761138
스테이달하,33.473156,126.3655477
스테이지게스트하우스,33.5290971,126.8463777
스토리인제주게스트하우스,33.5118299,126.5238883
스토리하우스펜션,33.5021255,126.4627364
스톤성민박,33.2587767,126.4180946
스프링데일골프앤리조트,33.31887750000001,126.6742738
슬로우리제주 민박,33.4697071,126.3821646
슴게스트하우스 제주공항점,33.5004316,126.5146584
시땅,33.4689053,126.3427128
시루네펜션,33.250585,126.581051
시월애,33.2575316,126.191039
신강남모텔,33.5004392,126.5135544
신등대민박,33.9633135,126.2976367
신라스테이 제주,33.4855434,126.4908994
신라호텔제주,33.2471631,126.4079553
신산게스트하우스,33.3842973,126.8799083
신촌돌집,33.536657,126.6208308
신화관 제주신화월드 호텔 앤 리조트,33.3071802,126.3174379
신흥소시민,33.5473731,126.6506608
실크로드펜션,33.5149571,126.5034282
심스호텔,33.5178315,126.5395719
썬라이즈호텔,33.2475605,126.4305389
썬레이크빌제주,33.467521,126.913397
썬베이펜션,33.5269659,126.5883026
썬비치리조트,33.5026549,126.4614316
썬비치민박,33.5134529,126.9573552
썬앤문리조트,33.2273951,126.3010481
쏠레 민박,33.4701348,126.9300832
씨사이드아덴,33.2484223,126.414164
씨스테이 리틀해녀 블루,33.5154348,126.5066955
씨스테이호텔,33.4675822,126.3389913
씨앤관광호텔,33.4936882,126.4469991
씨앤하우스,33.5368665,126.6368047
씨에스호텔앤리조트,33.242596,126.4210209
씨엘블루호텔,33.5115783,126.4847587
