관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
오백나한,제주특별자치도 서귀포시 영실로 (하원동),관광지,자연,자연관광지,산,567.0,1.0,59.0,12.0,5.0,12.0,5.0,9.0,8.0,8.0,33.3331525,126.4761717
오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15 ,문화시설,인문(문화/예술/역사),문화시설,전시관,27291.0,1.0,1030.0,169.0,198.0,167.0,159.0,104.0,92.0,141.0,33.30601,126.2901309
오조포구,제주특별자치도 서귀포시 성산읍 오조로80번길 47 ,관광지,자연,자연관광지,항구/포구,1290.0,1.0,106.0,18.0,23.0,13.0,11.0,17.0,8.0,16.0,33.4605544,126.903981
오조해녀의집,제주특별자치도 서귀포시 성산읍 한도로 141-13 ,음식점,음식,음식점,한식,372.0,1.0,36.0,10.0,7.0,3.0,4.0,6.0,0.0,6.0,,
오현단,제주특별자치도 제주시 오현길 61 (이도일동),관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,836.0,1.0,66.0,11.0,11.0,8.0,7.0,3.0,14.0,12.0,33.5104855,126.5257264
옥돔마을,제주특별자치도 서귀포시 남원읍 남태해안로 509 ,음식점,음식,음식점,한식,928.0,1.0,139.0,19.0,21.0,25.0,18.0,24.0,19.0,13.0,33.2865197,126.7505763
옥돔식당,제주특별자치도 서귀포시 대정읍 신영로36번길 62 ,음식점,음식,음식점,한식,621.0,1.0,82.0,14.0,8.0,8.0,14.0,12.0,15.0,11.0,33.2199721,126.2490267
온오프,제주특별자치도 제주시 우도면 우도해안길 876 ,음식점,음식,음식점,한식,218.0,1.0,14.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,33.5129245,126.9614204
올디벗구디,제주특별자치도 서귀포시 일주서로 330 ,음식점,음식,음식점,카페/전통찻집,164.0,1.0,21.0,5.0,3.0,0.0,3.0,3.0,2.0,5.0,33.2529389,126.4735483
올래국수,제주특별자치도 제주시 귀아랑길 24 ,음식점,음식,음식점,한식,2835.0,1.0,295.0,38.0,60.0,45.0,45.0,44.0,32.0,31.0,33.4915195,126.4972577
올티스,제주특별자치도 제주시 조천읍 거문오름길 (23-58) ,음식점,음식,음식점,카페/전통찻집,292.0,1.0,36.0,6.0,5.0,7.0,3.0,4.0,3.0,8.0,33.46311,126.7171488
옷귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117 ,레포츠,레포츠,육상 레포츠,승마,921.0,1.0,101.0,12.0,18.0,11.0,17.0,11.0,16.0,16.0,33.31887750000001,126.6742738
옹포별장가든,제주특별자치도 제주시 한림읍 한림상로 24 ,음식점,음식,음식점,한식,314.0,1.0,42.0,10.0,9.0,3.0,3.0,5.0,3.0,9.0,33.4049801,126.2580119
와르다레스토랑,제주특별자치도 제주시 관덕로8길 24-1 단독,음식점,음식,음식점,서양식,326.0,1.0,23.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,,
와이리조트제주,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,428.0,1.0,43.0,3.0,6.0,7.0,7.0,6.0,9.0,5.0,,
와토커피,제주특별자치도 서귀포시 동일하모로 238 ,음식점,음식,음식점,카페/전통찻집,293.0,1.0,34.0,4.0,5.0,6.0,4.0,5.0,4.0,6.0,33.2253845,126.2565579
왈종미술관,제주특별자치도 서귀포시 칠십리로214번길 30 (동홍동),문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,1195.0,1.0,70.0,7.0,11.0,7.0,11.0,6.0,15.0,13.0,33.2452,126.5737004
왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,관광지,자연,자연관광지,산,2261.0,1.0,217.0,46.0,39.0,26.0,23.0,28.0,24.0,31.0,33.3409904,126.3751964
외도339,제주특별자치도 제주시 일주서로 7345 ,음식점,음식,음식점,카페/전통찻집,334.0,1.0,42.0,8.0,8.0,5.0,4.0,6.0,5.0,6.0,33.4937115,126.4317309
외돌개,제주특별자치도 서귀포시 서흥동 791,관광지,자연,관광자원,기암괴석,8990.0,1.0,608.0,127.0,95.0,65.0,86.0,75.0,64.0,96.0,33.2400761,126.5456641
용꽈배기,제주특별자치도 제주시 수덕5길 85-7 ,음식점,음식,음식점,한식,186.0,1.0,30.0,7.0,2.0,3.0,2.0,7.0,3.0,6.0,33.4999308,126.5269289
용눈이오름,제주특별자치도 제주시 구좌읍 종달논길 ,관광지,자연,자연관광지,산,10449.0,1.0,652.0,120.0,104.0,82.0,88.0,94.0,57.0,107.0,33.4612401,126.8335548
용담레포츠공원,제주특별자치도 제주시 서해안로 580 (용담삼동) ,관광지,인문(문화/예술/역사),휴양관광지,공원,1821.0,1.0,140.0,31.0,26.0,22.0,19.0,10.0,16.0,16.0,33.518341,126.4989767
용두암,제주특별자치도 제주시 용두암길 (제주올레길17코스),관광지,자연,자연관광지,해안절경,16135.0,1.0,1269.0,228.0,207.0,184.0,157.0,154.0,130.0,209.0,33.5150353,126.5119671
용두암바당회국수,제주특별자치도 제주시 서해안로 614 ,음식점,음식,음식점,한식,357.0,1.0,37.0,7.0,4.0,7.0,4.0,6.0,4.0,5.0,,
용머리해안,제주특별자치도 서귀포시 안덕면 사계리 118-3 ,관광지,자연,자연관광지,해안절경,48526.0,1.0,2780.0,511.0,459.0,373.0,359.0,299.0,330.0,449.0,33.2383758,126.3026575
용수항,제주특별자치도 제주시 한경면 용수리 4234-4 ,관광지,자연,자연관광지,항구/포구,443.0,1.0,39.0,9.0,4.0,4.0,6.0,3.0,6.0,7.0,33.3238904,126.1799307
용연,제주특별자치도 제주시 용담일동 2581-4,관광지,자연,자연관광지,계곡,4859.0,1.0,449.0,75.0,73.0,89.0,60.0,54.0,32.0,66.0,33.5152142,126.5139637
용이식당,제주특별자치도 서귀포시 중앙로79번길 9 ,음식점,음식,음식점,한식,235.0,1.0,27.0,3.0,5.0,1.0,5.0,4.0,2.0,7.0,33.2509738,126.5603568
용출횟집,제주특별자치도 제주시 서해안로 660 ,음식점,음식,음식점,한식,130.0,1.0,25.0,11.0,4.0,2.0,1.0,1.0,0.0,6.0,33.5155305,126.5077952
우도등대,제주특별자치도 제주시 우도면 우도봉길 105 (우도면) 부근,관광지,자연,자연관광지,등대,1336.0,1.0,116.0,19.0,24.0,16.0,14.0,16.0,8.0,19.0,33.4928776,126.9654349
우도,제주특별자치도 제주시 삼양고수물길 1 ,관광지,자연,자연관광지,섬,75874.0,1.0,7362.0,1369.0,1289.0,964.0,860.0,804.0,831.0,1245.0,,
우도잠수함,제주특별자치도 서귀포시 성산읍 성산등용로 112-7 ,관광지,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,3184.0,1.0,299.0,55.0,60.0,27.0,43.0,37.0,29.0,48.0,,
우도짜장맨,제주특별자치도 제주시 우도면 우도해안길 1132 ,음식점,음식,음식점,중식,416.0,1.0,45.0,10.0,5.0,5.0,8.0,6.0,4.0,7.0,33.4978514,126.9676091
우도해녀식당,제주특별자치도 제주시 우도면 우도해안길 440 ,음식점,음식,음식점,한식,403.0,1.0,29.0,5.0,7.0,2.0,4.0,2.0,2.0,7.0,33.5144988,126.9489479
우무,제주특별자치도 제주시 한림로 542-1 ,음식점,음식,음식점,카페/전통찻집,1349.0,1.0,210.0,36.0,41.0,22.0,24.0,30.0,34.0,23.0,,
우유부단,제주특별자치도 제주시 금악동길 38 ,음식점,음식,음식점,카페/전통찻집,1404.0,1.0,104.0,19.0,21.0,17.0,17.0,9.0,7.0,14.0,33.3476667,126.3282377
우진해장국,제주특별자치도 제주시 서사로 11 ,음식점,음식,음식점,한식,2273.0,1.0,231.0,32.0,45.0,23.0,35.0,27.0,18.0,51.0,33.5115212,126.5200396
운정이네,제주특별자치도 서귀포시 중산간서로 726 (중문동),음식점,음식,음식점,한식,115.0,1.0,115.0,25.0,18.0,14.0,16.0,20.0,4.0,18.0,33.258442,126.3529777
울트라마린,제주특별자치도 제주시 일주서로 4611 ,음식점,음식,음식점,카페/전통찻집,505.0,1.0,50.0,12.0,5.0,6.0,9.0,7.0,4.0,7.0,33.3694426,126.2060776
웃세오름,제주특별자치도 제주시 애월읍 광령리 산183-1,관광지,자연,자연관광지,산,934.0,1.0,48.0,6.0,6.0,7.0,9.0,7.0,3.0,10.0,,
원앤온리,제주특별자치도 서귀포시 산방로 141 원앤온리 ,음식점,음식,음식점,카페/전통찻집,484.0,1.0,63.0,9.0,10.0,5.0,10.0,10.0,7.0,12.0,33.2392241,126.3193748
월령선인장군락지,제주특별자치도 제주시 한림읍 월령3길 27-4 ,관광지,자연,자연관광지,자연생태관광지,5452.0,1.0,517.0,86.0,98.0,63.0,61.0,62.0,75.0,72.0,33.3778976,126.2157287
월령포구,제주특별자치도 제주시 한림읍 월령리 317-1 ,관광지,자연,자연관광지,항구/포구,670.0,1.0,59.0,21.0,10.0,6.0,3.0,6.0,4.0,9.0,33.3764716,126.2852587
월정리갈비밥,제주특별자치도 제주시 구좌읍 월정7길 46 ,음식점,음식,음식점,한식,382.0,1.0,35.0,6.0,8.0,2.0,5.0,1.0,4.0,9.0,33.5548338,126.7967867
월정리해변,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1 ,관광지,자연,자연관광지,해수욕장,14585.0,1.0,955.0,168.0,167.0,121.0,128.0,139.0,93.0,139.0,33.5551118,126.798641
월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4 ,관광지,자연,자연관광지,자연생태관광지,1135.0,1.0,103.0,12.0,23.0,23.0,12.0,10.0,7.0,16.0,33.5562207,126.7958759
월평포구,제주특별자치도 서귀포시 말질로 462 (월평동),관광지,자연,자연관광지,항구/포구,951.0,1.0,98.0,19.0,11.0,10.0,6.0,19.0,9.0,24.0,33.2347976,126.4637715
웬드구니,제주특별자치도 서귀포시 안덕면 사계신항로 1 ,음식점,음식,음식점,카페/전통찻집,2531.0,1.0,66.0,24.0,4.0,3.0,5.0,5.0,20.0,5.0,33.2500474,126.3209475
위미항,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13 ,관광지,자연,자연관광지,항구/포구,1353.0,1.0,164.0,25.0,31.0,24.0,17.0,21.0,16.0,30.0,33.2709905,126.6637262
윈드1947카트테마파크,제주특별자치도 서귀포시 토평공단로 78-27 ,레포츠,레포츠,육상 레포츠,카트,3930.0,1.0,207.0,33.0,35.0,43.0,24.0,26.0,19.0,27.0,,
윈드스톤,제주특별자치도 제주시 애월읍 광성로 272 ,음식점,음식,음식점,카페/전통찻집,76.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.4604277,126.4361207
윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33 ,음식점,음식,음식점,서양식,258.0,1.0,32.0,5.0,7.0,3.0,4.0,6.0,4.0,3.0,33.4630272,126.9327639
유동커피,제주특별자치도 서귀포시 태평로 406-1 ,음식점,음식,음식점,카페/전통찻집,1978.0,1.0,99.0,15.0,23.0,10.0,13.0,17.0,7.0,14.0,33.2444903,126.5638733
유민미술관,제주특별자치도 서귀포시 성산읍 고성리 21 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,4937.0,1.0,333.0,66.0,38.0,43.0,50.0,40.0,40.0,56.0,33.4290975,126.9322365
유수암캠핑장,제주특별자치도 제주시 애월읍 하소로 684-25 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",361.0,1.0,51.0,13.0,7.0,4.0,12.0,5.0,6.0,4.0,33.4222271,126.3939006
은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3 ,음식점,음식,음식점,한식,185.0,1.0,35.0,11.0,6.0,5.0,3.0,4.0,2.0,4.0,33.4629675,126.3101799
은희네해장국,제주특별자치도 제주시 고마로13길 8 ,음식점,음식,음식점,한식,551.0,1.0,82.0,14.0,13.0,5.0,15.0,13.0,6.0,16.0,,
이너프,제주특별자치도 제주시 애월읍 고성8길 33 ,음식점,음식,음식점,카페/전통찻집,206.0,1.0,27.0,7.0,3.0,4.0,5.0,2.0,2.0,4.0,33.4561167,126.4190819
이상한나라의앨리스,제주특별자치도 서귀포시 안덕면 중산간서로 1881 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,2759.0,1.0,341.0,50.0,63.0,44.0,37.0,53.0,35.0,59.0,,
이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1 ,음식점,음식,음식점,서양식,300.0,1.0,43.0,7.0,9.0,2.0,9.0,6.0,5.0,5.0,33.4959583,126.8988162
이승이오름,제주특별자치도 서귀포시 남원읍 신례천로 267-110 ,관광지,자연,자연관광지,산,2016.0,1.0,228.0,42.0,28.0,35.0,28.0,22.0,30.0,43.0,,
이어도식당,제주특별자치도 서귀포시 성읍정의현로22번길 14 ,음식점,음식,음식점,한식,490.0,1.0,44.0,11.0,9.0,8.0,5.0,5.0,4.0,2.0,33.3840771,126.8020527
이제주숍,제주특별자치도 제주시 연삼로 473 (이도이동),쇼핑,쇼핑,쇼핑,특산물판매점,851.0,1.0,125.0,31.0,28.0,20.0,11.0,20.0,7.0,8.0,33.4994412,126.5403432
이중섭거주지,제주특별자치도 서귀포시 이중섭로 29 (서귀동),관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,2522.0,1.0,160.0,25.0,30.0,23.0,25.0,16.0,15.0,26.0,33.2455473,126.5644088
이중섭미술관,제주특별자치도 서귀포시 이중섭로 27-3 (서귀동),문화시설,인문(문화/예술/역사),문화시설,기념관,4201.0,1.0,283.0,51.0,39.0,49.0,40.0,31.0,25.0,48.0,33.2458718,126.5649209
이춘옥원조고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7213 ,음식점,음식,음식점,한식,424.0,1.0,42.0,7.0,5.0,4.0,6.0,4.0,10.0,6.0,33.4889643,126.4186374
이호테우말등대,제주특별자치도 제주시 이호일동 375-43 ,관광지,자연,자연관광지,등대,5223.0,1.0,513.0,119.0,91.0,76.0,56.0,61.0,47.0,63.0,33.5021517,126.4564112
인그리드,제주특별자치도 제주시 서해안로 64 ,음식점,음식,음식점,카페/전통찻집,232.0,1.0,30.0,10.0,4.0,1.0,3.0,5.0,4.0,3.0,33.5024812,126.4567435
인디언키친,제주특별자치도 제주시 애월읍 애원로 191 ,음식점,음식,음식점,이색음식점,868.0,1.0,110.0,18.0,14.0,14.0,20.0,20.0,8.0,16.0,33.4503721,126.3309119
인카페온더비치,제주특별자치도 제주시 해맞이해안로 943 ,음식점,음식,음식점,카페/전통찻집,285.0,1.0,28.0,7.0,6.0,3.0,2.0,6.0,2.0,2.0,33.5290971,126.8463777
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ,관광지,인문(문화/예술/역사),휴양관광지,공원,4391.0,1.0,413.0,90.0,77.0,68.0,52.0,46.0,35.0,45.0,33.3831862,126.8418892
일통이반,제주특별자치도 제주시 중앙로2길 25 (삼도이동),음식점,음식,음식점,한식,457.0,1.0,39.0,8.0,10.0,6.0,7.0,5.0,1.0,2.0,33.5170771,126.5220977
잇칸시타,제주특별자치도 제주시 신엄안2길 54-1 ,음식점,음식,음식점,일식,359.0,1.0,50.0,8.0,9.0,7.0,5.0,4.0,7.0,10.0,33.4771354,126.3702005
자구내포구,제주특별자치도 제주시 한경면 노을해안로 1161 ,관광지,자연,자연관광지,항구/포구,1316.0,1.0,133.0,24.0,15.0,17.0,12.0,28.0,16.0,21.0,33.3021091,126.1851714
자리돔횟집,제주특별자치도 서귀포시 동홍동로 7 자리돔횟집 ,음식점,음식,음식점,한식,415.0,1.0,53.0,10.0,7.0,10.0,5.0,6.0,2.0,13.0,33.2555672,126.5746719
잔물결,제주특별자치도 제주시 금능길 58-1 1층,음식점,음식,음식점,카페/전통찻집,259.0,1.0,43.0,9.0,9.0,4.0,5.0,10.0,2.0,4.0,33.3881423,126.2297532
장생의숲길,제주특별자치도 제주시 명림로 584 (봉개동) ,관광지,자연,자연관광지,자연휴양림,1756.0,1.0,162.0,44.0,25.0,13.0,15.0,17.0,19.0,29.0,,
장수해장국,제주특별자치도 서귀포시 천제연로 152 ,음식점,음식,음식점,한식,141.0,1.0,14.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,33.2538407,126.5100971
장인의집,제주특별자치도 제주시 애월로19길 31 ,음식점,음식,음식점,한식,264.0,1.0,27.0,9.0,4.0,2.0,4.0,2.0,4.0,2.0,33.4658022,126.3268488
저지오름,제주특별자치도 제주시 한경면 중산간서로 ,관광지,자연,자연관광지,산,1323.0,1.0,143.0,31.0,30.0,19.0,8.0,13.0,12.0,30.0,,
절부암,제주특별자치도 제주시 한경면 용수리 4241-5,관광지,자연,관광자원,기암괴석,520.0,1.0,58.0,13.0,8.0,8.0,7.0,9.0,4.0,9.0,33.3239831,126.1671817
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11 (안덕면),관광지,인문(문화/예술/역사),문화시설,공연장,1541.0,1.0,168.0,25.0,31.0,28.0,21.0,25.0,16.0,22.0,33.27601,126.3050559
정물오름,제주특별자치도 제주시 한림읍 금악리 산52-1,관광지,자연,자연관광지,산,1006.0,1.0,129.0,35.0,26.0,10.0,12.0,14.0,10.0,22.0,33.3379302,126.3299153
정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37 ,관광지,자연,자연관광지,폭포,24044.0,1.0,1426.0,283.0,225.0,187.0,171.0,176.0,134.0,250.0,33.2447334,126.5731658
정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,562.0,1.0,46.0,7.0,6.0,8.0,7.0,4.0,4.0,10.0,33.3869287,126.799942
제레미,제주특별자치도 제주시 애월로 106-1 ,음식점,음식,음식점,카페/전통찻집,262.0,1.0,24.0,4.0,4.0,3.0,3.0,4.0,0.0,6.0,33.4645383,126.3185137
제스토리,제주특별자치도 서귀포시 막숙포로 60 ,쇼핑,쇼핑,쇼핑,특산물판매점,453.0,1.0,78.0,18.0,8.0,10.0,13.0,11.0,3.0,15.0,33.2360926,126.5149193
제일토산품,제주특별자치도 제주시 관덕로 24 ,쇼핑,쇼핑,쇼핑,특산물판매점,490.0,1.0,37.0,6.0,3.0,3.0,9.0,5.0,6.0,5.0,33.5129597,126.5216976
제주메이플호텔,제주특별자치도 제주시 원노형3길 41 메이플호텔 ,숙박,숙박,숙박시설,관광호텔,166.0,1.0,26.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0,33.4865368,126.4817031
제주보성시장,제주특별자치도 제주시 동광로1길 32 ,쇼핑,쇼핑,쇼핑,상설시장,661.0,1.0,65.0,11.0,14.0,5.0,8.0,11.0,7.0,9.0,33.50332900000001,126.5277844
제주삼양동유적,제주특별자치도 제주시 선사로2길 13 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1196.0,1.0,128.0,20.0,18.0,13.0,21.0,23.0,20.0,13.0,,
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36 ,문화시설,인문(문화/예술/역사),문화시설,기념관,2993.0,1.0,132.0,17.0,25.0,26.0,16.0,19.0,13.0,16.0,33.4569963,126.7143064
제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2173.0,1.0,225.0,47.0,29.0,41.0,25.0,25.0,25.0,33.0,33.4334415,126.6743965
제주오리엔탈호텔,제주특별자치도 제주시 탑동로 47 ,숙박,숙박,숙박시설,관광호텔,234.0,1.0,34.0,6.0,3.0,7.0,4.0,3.0,6.0,5.0,33.5174647,126.5197921
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,4234.0,1.0,467.0,64.0,85.0,72.0,69.0,53.0,55.0,69.0,33.314546,126.2739234
제주중앙지하상가,제주특별자치도 제주시 중앙로 60 ,쇼핑,쇼핑,쇼핑,전문매장/상가,1359.0,1.0,128.0,19.0,25.0,12.0,21.0,14.0,13.0,24.0,,
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44 ,문화시설,인문(문화/예술/역사),문화시설,전시관,2635.0,1.0,175.0,24.0,31.0,36.0,24.0,20.0,10.0,30.0,33.250164,126.2782893
제주펄관광호텔,제주특별자치도 제주시 신대로20길 49 (연동),숙박,숙박,숙박시설,관광호텔,213.0,1.0,24.0,6.0,8.0,0.0,3.0,1.0,3.0,3.0,33.4834605,126.4907753
제주항공우주호텔,제주특별자치도 서귀포시 녹차분재로 216 제주항공우주호텔 ,숙박,숙박,숙박시설,관광호텔,274.0,1.0,32.0,4.0,3.0,7.0,0.0,3.0,9.0,6.0,33.3022751,126.2947784
제주901,제주특별자치도 제주시 1100로 2977-10 ,숙박,숙박,숙박시설,민박,1429.0,1.0,135.0,26.0,16.0,16.0,15.0,19.0,15.0,28.0,33.4529974,126.4864001
제주개생활연구소,제주특별자치도 제주시 녹차분재로 502 ,음식점,음식,음식점,카페/전통찻집,411.0,1.0,41.0,8.0,9.0,5.0,6.0,6.0,4.0,3.0,33.3168806,126.2703719
제주공룡랜드,제주특별자치도 제주시 애월읍 광령평화2길 1 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2609.0,1.0,192.0,29.0,31.0,23.0,30.0,22.0,23.0,34.0,,
제주곶자왈도립공원,제주특별자치도 서귀포시 에듀시티로 178 ,관광지,자연,자연관광지,도립공원,4018.0,1.0,252.0,42.0,43.0,26.0,40.0,35.0,28.0,38.0,33.289275,126.2749677
제주관덕정분식,제주특별자치도 제주시 관덕로8길 7-9 ,음식점,음식,음식점,한식,265.0,1.0,30.0,10.0,2.0,5.0,2.0,3.0,4.0,4.0,33.5126091,126.5243351
제주교육박물관,제주특별자치도 제주시 오복4길 25 (이도이동),문화시설,인문(문화/예술/역사),문화시설,박물관,1023.0,1.0,97.0,12.0,12.0,20.0,14.0,11.0,15.0,13.0,33.4945087,126.5380361
제주국제평화센터,제주특별자치도 서귀포시 중문관광로 227-24 (중문동),문화시설,인문(문화/예술/역사),문화시설,전시관,645.0,1.0,59.0,8.0,11.0,7.0,6.0,15.0,4.0,8.0,33.2446048,126.421732
제주그림카페,제주특별자치도 서귀포시 녹차분재로 218 제주항공우주박물관 4층,음식점,음식,음식점,카페/전통찻집,999.0,1.0,123.0,24.0,29.0,13.0,11.0,11.0,11.0,24.0,33.3027032,126.2991031
제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023 ,문화시설,인문(문화/예술/역사),문화시설,박물관,10123.0,1.0,487.0,92.0,78.0,74.0,57.0,66.0,52.0,68.0,33.4373391,126.6668484
제주돌창고,제주특별자치도 제주시 한경면 조수7길 8 ,음식점,음식,음식점,카페/전통찻집,620.0,1.0,56.0,8.0,12.0,5.0,6.0,8.0,9.0,8.0,33.3371501,126.2335927
제주동백수목원,제주특별자치도 서귀포시 남원읍 태위로 (288) ,관광지,자연,자연관광지,수목원,14183.0,1.0,1770.0,333.0,283.0,281.0,217.0,156.0,212.0,288.0,33.2728896,126.6749197
제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255 ,음식점,음식,음식점,한식,459.0,1.0,41.0,6.0,11.0,3.0,5.0,4.0,3.0,9.0,33.4611419,126.932983
제주러브랜드,제주특별자치도 제주시 1100로 2894-72 (연동),관광지,인문(문화/예술/역사),휴양관광지,테마공원,4360.0,1.0,251.0,46.0,42.0,42.0,33.0,27.0,21.0,40.0,33.4517135,126.4901715
제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641 ,레포츠,레포츠,육상 레포츠,트래킹,9852.0,1.0,787.0,130.0,117.0,124.0,116.0,102.0,83.0,115.0,33.4646218,126.8369517
제주로얄호텔,제주특별자치도 제주시 신대로12길 45 ,숙박,숙박,숙박시설,관광호텔,98.0,1.0,19.0,6.0,0.0,3.0,2.0,0.0,4.0,4.0,33.4885606,126.4917047
제주명가두루치기,제주특별자치도 서귀포시 태평로 495 ,음식점,음식,음식점,한식,473.0,1.0,49.0,9.0,4.0,8.0,8.0,4.0,5.0,11.0,33.2495756,126.5710384
제주목관아,제주특별자치도 제주시 관덕로 25 (삼도이동),관광지,인문(문화/예술/역사),역사관광지,고궁,2575.0,1.0,178.0,27.0,42.0,27.0,30.0,22.0,14.0,16.0,33.5138664,126.5217134
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 태위로 485 ,숙박,숙박,숙박시설,펜션,294.0,1.0,32.0,7.0,1.0,1.0,3.0,2.0,4.0,14.0,33.27517,126.6990102
제주미향,제주특별자치도 서귀포시 천제연로 99 ,음식점,음식,음식점,한식,856.0,1.0,88.0,10.0,16.0,8.0,16.0,12.0,11.0,15.0,33.2550602,126.4163814
제주민속식품,제주특별자치도 제주시 구좌읍 번영로 2178 ,쇼핑,쇼핑,쇼핑,전문매장/상가,258.0,1.0,24.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,33.4281061,126.751044
제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34 ,문화시설,인문(문화/예술/역사),역사관광지,민속마을,4966.0,1.0,400.0,64.0,73.0,59.0,41.0,63.0,37.0,63.0,33.3225098,126.8418176
제주바다체험장,제주특별자치도 제주시 구좌읍 일주동로 1777 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1227.0,1.0,90.0,14.0,22.0,9.0,12.0,8.0,12.0,13.0,33.5546738,126.7218438
제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-36 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",385.0,1.0,38.0,5.0,7.0,6.0,5.0,2.0,4.0,9.0,33.4540851,126.6576267
제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60 (오등동) ,관광지,인문(문화/예술/역사),휴양관광지,공원,1639.0,1.0,102.0,13.0,21.0,9.0,17.0,14.0,14.0,14.0,33.4451439,126.5492347
제주빅볼랜드,제주특별자치도 제주시 구좌읍 송당리 산164-4,레포츠,레포츠,복합 레포츠,복합 레포츠,3658.0,1.0,361.0,64.0,71.0,45.0,60.0,39.0,32.0,50.0,33.3896886,126.3755247
제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1 ,음식점,음식,음식점,한식,214.0,1.0,27.0,2.0,7.0,4.0,3.0,3.0,5.0,3.0,33.2510903,126.5111484
제주성지,제주특별자치도 제주시 오현길 61 (이도일동),관광지,인문(문화/예술/역사),역사관광지,성,603.0,1.0,62.0,12.0,13.0,9.0,5.0,4.0,7.0,12.0,33.5104855,126.5257264
제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1 (애월읍),레포츠,레포츠,육상 레포츠,승마,1826.0,1.0,209.0,36.0,31.0,17.0,41.0,29.0,18.0,37.0,33.4052867,126.405382
제주시새우리,제주특별자치도 제주시 무근성7길 24 ,음식점,음식,음식점,한식,148.0,1.0,21.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,,
제주아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34 (영남동),관광지,인문(문화/예술/역사),휴양관광지,관광단지,709.0,1.0,94.0,14.0,9.0,14.0,10.0,12.0,13.0,22.0,33.288409,126.4968764
제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214 ,문화시설,인문(문화/예술/역사),문화시설,공연장,9898.0,1.0,807.0,142.0,152.0,103.0,131.0,102.0,58.0,119.0,33.3143833,126.3446028
제주아트센터,제주특별자치도 제주시 오남로 231 제주아트센터 ,문화시설,인문(문화/예술/역사),문화시설,공연장,675.0,1.0,90.0,20.0,11.0,9.0,13.0,10.0,14.0,13.0,33.4750765,126.5152756
